url,date,content,renderedContent,id,user,outlinks,tcooutlinks,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,media,retweetedTweet,quotedTweet,mentionedUsers,Positive,Negative
https://twitter.com/GypsyWicked/status/1370444626570715141,2021-03-12 18:40:35+00:00,$GME will win because it's perfectly poised to cater to a $200 billion industry with no industry exclusive cross platform sites/stores. The positioning is perfect. The team is perfect. The bull thesis wins. Bears are just fighting for their lives at this point.,$GME will win because it's perfectly poised to cater to a $200 billion industry with no industry exclusive cross platform sites/stores. The positioning is perfect. The team is perfect. The bull thesis wins. Bears are just fighting for their lives at this point.,1370444626570715141,"{'username': 'GypsyWicked', 'displayname': 'WickedGypsyTricks', 'id': 1160715376004665344, 'description': 'Things a changing. (Not financial advice.)', 'rawDescription': 'Things a changing. (Not financial advice.)', 'descriptionUrls': [], 'verified': False, 'created': '2019-08-12T00:51:25+00:00', 'followersCount': 29, 'friendsCount': 124, 'statusesCount': 237, 'favouritesCount': 105, 'listedCount': 0, 'mediaCount': 59, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1372013249730916354/8ZCycbY3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1160715376004665344/1565572646', 'url': 'https://twitter.com/GypsyWicked'}",[],[],0,0,2,0,1370444626570715141,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,7.0,0.0
https://twitter.com/DanielRyanWM/status/1364734071256064003,2021-02-25 00:28:52+00:00,"$GME is a great reminder why systematic funds are better than indexes. Their flexible trading ability has been extremely additive for returns vs. the Russell 2000 Value Index.  

If the WSB trend continues, small-cap managers are in a great position to outperform their indexes","$GME is a great reminder why systematic funds are better than indexes. Their flexible trading ability has been extremely additive for returns vs. the Russell 2000 Value Index.  

If the WSB trend continues, small-cap managers are in a great position to outperform their indexes",1364734071256064003,"{'username': 'DanielRyanWM', 'displayname': 'Daniel Ryan', 'id': 1285402484299702273, 'description': 'Founder & Principal @ Alikos Wealth Management. \n\nTaxes. Behavioral Finance. Factor Investing.   \n\nOpinions are my own.', 'rawDescription': 'Founder & Principal @ Alikos Wealth Management. \n\nTaxes. Behavioral Finance. Factor Investing.   \n\nOpinions are my own.', 'descriptionUrls': [], 'verified': False, 'created': '2020-07-21T02:33:39+00:00', 'followersCount': 22, 'friendsCount': 81, 'statusesCount': 155, 'favouritesCount': 575, 'listedCount': 1, 'mediaCount': 8, 'location': 'Washington, D.C.', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1286106886807474178/qEfEAZ28_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1285402484299702273/1595467505', 'url': 'https://twitter.com/DanielRyanWM'}",[],[],1,0,1,0,1364734071256064003,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,5.0,0.0
https://twitter.com/clfigueredo/status/1362897849877413890,2021-02-19 22:52:23+00:00,"There are some interesting arguments on taking profits and knowing when to quit. But in regards to $GME, he is off. DFV actually did take a LOT of profit from very little investment. And he can still profit even more if there is a successful turnaround. No one is perfect https://t.co/Al5CfRpRpp","There are some interesting arguments on taking profits and knowing when to quit. But in regards to $GME, he is off. DFV actually did take a LOT of profit from very little investment. And he can still profit even more if there is a successful turnaround. No one is perfect twitter.com/jimcramer/stat…",1362897849877413890,"{'username': 'clfigueredo', 'displayname': 'Carlos Luis Figueredo', 'id': 161795204, 'description': 'Economist | MSc Finance @IESA | Wealth Management AV Financial Group | VP & Co-Founder @IESAFinanceClub', 'rawDescription': 'Economist | MSc Finance @IESA | Wealth Management AV Financial Group | VP & Co-Founder @IESAFinanceClub', 'descriptionUrls': [], 'verified': False, 'created': '2010-07-01T20:09:27+00:00', 'followersCount': 2187, 'friendsCount': 819, 'statusesCount': 7819, 'favouritesCount': 14379, 'listedCount': 16, 'mediaCount': 324, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1173980904542396421/2fRxTWkm_normal.jpg', 'profileBannerUrl': None, 'url': 'https://twitter.com/clfigueredo'}",['https://twitter.com/jimcramer/status/1362847147205476354'],['https://t.co/Al5CfRpRpp'],0,0,2,0,1362897849877413890,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"{'url': 'https://twitter.com/jimcramer/status/1362847147205476354', 'date': '2021-02-19T19:30:55+00:00', 'content': 'Bears make money, Mr. Plotkin, Bulls make money, Mr. Gill, but hogs get slaughtered. https://t.co/nyfJZ6gjbu', 'renderedContent': 'Bears make money, Mr. Plotkin, Bulls make money, Mr. Gill, but hogs get slaughtered. bit.ly/3s6wslR', 'id': 1362847147205476354, 'user': {'username': 'jimcramer', 'displayname': 'Jim Cramer', 'id': 14216123, 'description': 'Founder of @TheStreet & I run charitable trust portfolio ActionAlertsPLUS.com. I also host @MadMoneyOnCNBC & blog daily on RealMoney.com. Booyah!', 'rawDescription': 'Founder of @TheStreet & I run charitable trust portfolio https://t.co/0UYF2L7v5y. I also host @MadMoneyOnCNBC & blog daily on https://t.co/sGTJX6GWO2. Booyah!', 'descriptionUrls': [{'text': 'ActionAlertsPLUS.com', 'url': 'http://ActionAlertsPLUS.com', 'tcourl': 'https://t.co/0UYF2L7v5y', 'indices': [57, 80]}, {'text': 'RealMoney.com', 'url': 'http://RealMoney.com', 'tcourl': 'https://t.co/sGTJX6GWO2', 'indices': [126, 149]}], 'verified': True, 'created': '2008-03-25T15:16:57+00:00', 'followersCount': 1639716, 'friendsCount': 651, 'statusesCount': 115357, 'favouritesCount': 13180, 'listedCount': 15965, 'mediaCount': 5296, 'location': 'New York City', 'protected': False, 'linkUrl': 'http://facebook.com/jimcramerica', 'linkTcourl': 'https://t.co/2BZiRwwQja', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1236072767621128192/3dtWV42k_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/14216123/1407529702', 'url': 'https://twitter.com/jimcramer'}, 'outlinks': ['https://bit.ly/3s6wslR'], 'tcooutlinks': ['https://t.co/nyfJZ6gjbu'], 'replyCount': 479, 'retweetCount': 100, 'likeCount': 841, 'quoteCount': 55, 'conversationId': 1362847147205476354, 'lang': 'en', 'source': '<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>', 'sourceUrl': 'https://buffer.com', 'sourceLabel': 'Buffer', 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'mentionedUsers': None}",,5.0,2.0
https://twitter.com/zoom530/status/1365408680804454403,2021-02-26 21:09:32+00:00,"$2.1K on a Happy Friday

Can't trade the open, traded only at my lunch break &amp; took a decent profit.

 $AMS short, @Benzinga call out, thanks for the great squawk.
$GME short

$AMC and $CCIV for my losers 

Over +$20K in total profits 4 the week

Have a GREAT WEEKEND everyone 💰 https://t.co/pP3ps4TrTo","$2.1K on a Happy Friday

Can't trade the open, traded only at my lunch break &amp; took a decent profit.

 $AMS short, @Benzinga call out, thanks for the great squawk.
$GME short

$AMC and $CCIV for my losers 

Over +$20K in total profits 4 the week

Have a GREAT WEEKEND everyone 💰 https://t.co/pP3ps4TrTo",1365408680804454403,"{'username': 'zoom530', 'displayname': 'ZomZom', 'id': 1078121052134203392, 'description': '“If you are not willing to risk for the unsual, you will have to settle for the ordinary.” discord: ............  bit.ly/ZOOM530', 'rawDescription': '“If you are not willing to risk for the unsual, you will have to settle for the ordinary.” discord: ............  https://t.co/yqIIMWmGHt', 'descriptionUrls': [{'text': 'bit.ly/ZOOM530', 'url': 'http://bit.ly/ZOOM530', 'tcourl': 'https://t.co/yqIIMWmGHt', 'indices': [114, 137]}], 'verified': False, 'created': '2018-12-27T02:51:04+00:00', 'followersCount': 1496, 'friendsCount': 47, 'statusesCount': 2907, 'favouritesCount': 6848, 'listedCount': 17, 'mediaCount': 1079, 'location': 'United States', 'protected': False, 'linkUrl': 'http://bit.ly/ACTlnoel', 'linkTcourl': 'https://t.co/Gz9y2GlPrd', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1083922934014500864/39GlLqLh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1078121052134203392/1553486409', 'url': 'https://twitter.com/zoom530'}",[],[],1,0,12,0,1365408680804454403,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[{'previewUrl': 'https://pbs.twimg.com/media/EvLnyG8UUAEJI6R?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EvLnyG8UUAEJI6R?format=png&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EvLnyjSVkAMP_iS?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EvLnyjSVkAMP_iS?format=png&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EvLn6GVUUAEgER0?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EvLn6GVUUAEgER0?format=png&name=large', 'type': 'photo'}]",,,"[{'username': 'Benzinga', 'displayname': 'Benzinga', 'id': 44060322, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/Benzinga'}]",5.0,1.0
https://twitter.com/Wynan_Trader/status/1364989132175339521,2021-02-25 17:22:24+00:00,"+7.6k today. Still trading small size, and making more money than when I go normal size! Less pressure leads to better quality trades and better risk management. 
$ASRV early pop was a great short. Then focused on $GMBL.
thanks @madaznfootballr for the great comments on the $GME https://t.co/uuaObHmgG5","+7.6k today. Still trading small size, and making more money than when I go normal size! Less pressure leads to better quality trades and better risk management. 
$ASRV early pop was a great short. Then focused on $GMBL.
thanks @madaznfootballr for the great comments on the $GME https://t.co/uuaObHmgG5",1364989132175339521,"{'username': 'Wynan_Trader', 'displayname': 'Wynan', 'id': 1362305040367587329, 'description': 'On my journey to become a profitable trader - My tweets are for my own learning', 'rawDescription': 'On my journey to become a profitable trader - My tweets are for my own learning', 'descriptionUrls': [], 'verified': False, 'created': '2021-02-18T07:37:29+00:00', 'followersCount': 44, 'friendsCount': 46, 'statusesCount': 40, 'favouritesCount': 19, 'listedCount': 2, 'mediaCount': 17, 'location': 'Singapore', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1362666520480935942/k6SJTXqC_normal.jpg', 'profileBannerUrl': None, 'url': 'https://twitter.com/Wynan_Trader'}",[],[],1,0,2,0,1364989132175339521,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[{'previewUrl': 'https://pbs.twimg.com/media/EvFpocxUUAkC-XA?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EvFpocxUUAkC-XA?format=png&name=large', 'type': 'photo'}]",,,"[{'username': 'madaznfootballr', 'displayname': 'madaz', 'id': 565969885, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/madaznfootballr'}]",5.0,0.0
https://twitter.com/I_Am_SpaceGod/status/1369707165468950529,2021-03-10 17:50:10+00:00,Im curious if people who took profits or closed out their position in $GME might rotate into $BTC $RIOT $MARA $XNET $PHUN keep a close eye on $RKT $UWMC traders might look into better opportunities that have less risk but high rewards,Im curious if people who took profits or closed out their position in $GME might rotate into $BTC $RIOT $MARA $XNET $PHUN keep a close eye on $RKT $UWMC traders might look into better opportunities that have less risk but high rewards,1369707165468950529,"{'username': 'I_Am_SpaceGod', 'displayname': 'Panther Trading', 'id': 1005168204, 'description': 'I am not a financial advisor, just recording my trading journey. All tweets are my opinions. Swing/Momentum/Option trader. Do your own DD.', 'rawDescription': 'I am not a financial advisor, just recording my trading journey. All tweets are my opinions. Swing/Momentum/Option trader. Do your own DD.', 'descriptionUrls': [], 'verified': False, 'created': '2012-12-12T00:10:51+00:00', 'followersCount': 1001, 'friendsCount': 38, 'statusesCount': 570, 'favouritesCount': 79, 'listedCount': 3, 'mediaCount': 54, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1353930421361209344/tdRzf2DL_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1005168204/1438835562', 'url': 'https://twitter.com/I_Am_SpaceGod'}",[],[],0,0,0,0,1369707165468950529,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,5.0,0.0
https://twitter.com/RichieRiiicch/status/1371508105670848512,2021-03-15 17:06:28+00:00,"@TheLioncom Please be on our side with $GME — you are a valuable ally and well informed. Please stick with us on this one — money aside, for moral reasons. They really did try to bankrupt GME &amp; AMC, with various illegal tactics — all of which failed. 

Please stand by us 🦁","@TheLioncom Please be on our side with $GME — you are a valuable ally and well informed. Please stick with us on this one — money aside, for moral reasons. They really did try to bankrupt GME &amp; AMC, with various illegal tactics — all of which failed. 

Please stand by us 🦁",1371508105670848512,"{'username': 'RichieRiiicch', 'displayname': 'RichieRich', 'id': 75451057, 'description': 'Nope', 'rawDescription': 'Nope', 'descriptionUrls': [], 'verified': False, 'created': '2009-09-19T02:31:48+00:00', 'followersCount': 230, 'friendsCount': 2234, 'statusesCount': 2506, 'favouritesCount': 4938, 'listedCount': 2, 'mediaCount': 84, 'location': '( ͡👁️\u202f͜ʖ ͡👁️) ', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1273738430409818112/jMfN9-50_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/75451057/1400113131', 'url': 'https://twitter.com/RichieRiiicch'}",[],[],0,0,4,0,1371507668439949317,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,"[{'username': 'TheLioncom', 'displayname': 'TheLion Stock Trader', 'id': 83150642, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/TheLioncom'}]",5.0,3.0
https://twitter.com/xjessieo/status/1369289825480667137,2021-03-09 14:11:49+00:00,"Good morning y’all! 
Day 2 premarket: sold my $EYES position of 60 shares. Profit of $447.01 over $63% gains. Watching my $GME position and $OPGN to either secure profits or add to position. 
Watching $BA for call contract entry $230 or $UAL. https://t.co/SKmEvC3iXN","Good morning y’all! 
Day 2 premarket: sold my $EYES position of 60 shares. Profit of $447.01 over $63% gains. Watching my $GME position and $OPGN to either secure profits or add to position. 
Watching $BA for call contract entry $230 or $UAL. https://t.co/SKmEvC3iXN",1369289825480667137,"{'username': 'xjessieo', 'displayname': 'jess', 'id': 1363005587190018050, 'description': 'Official Start: 3/8/21 $3564.06. Not a financial advisor. Options/Stocks. let’s get this bread!', 'rawDescription': 'Official Start: 3/8/21 $3564.06. Not a financial advisor. Options/Stocks. let’s get this bread!', 'descriptionUrls': [], 'verified': False, 'created': '2021-02-20T06:00:39+00:00', 'followersCount': 6, 'friendsCount': 22, 'statusesCount': 47, 'favouritesCount': 15, 'listedCount': 0, 'mediaCount': 7, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1369346559113101323/XOW2xUrZ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1363005587190018050/1615607469', 'url': 'https://twitter.com/xjessieo'}",[],[],2,0,1,0,1369289825480667137,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"[{'previewUrl': 'https://pbs.twimg.com/media/EwCx1m0UYAE4vCg?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EwCx1m0UYAE4vCg?format=jpg&name=large', 'type': 'photo'}]",,,,5.0,1.0
https://twitter.com/chris_emsley1/status/1364927923669598208,2021-02-25 13:19:10+00:00,@jimcramer I think a better idea for $GME rather than buying btc how about forking BTC and creating GAMESTONK. Use it to buy games and win GAMESTONK as rewards for achievements in games. It would work similar to loyalty schemes but with the advantage it can be mined or won,@jimcramer I think a better idea for $GME rather than buying btc how about forking BTC and creating GAMESTONK. Use it to buy games and win GAMESTONK as rewards for achievements in games. It would work similar to loyalty schemes but with the advantage it can be mined or won,1364927923669598208,"{'username': 'chris_emsley1', 'displayname': 'Chris', 'id': 972879439, 'description': 'Telecommunications engineer, caa qualified drone pilot and a proud disaster responder with Ericsson Response and RE:ACT', 'rawDescription': 'Telecommunications engineer, caa qualified drone pilot and a proud disaster responder with Ericsson Response and RE:ACT', 'descriptionUrls': [], 'verified': False, 'created': '2012-11-26T23:05:01+00:00', 'followersCount': 163, 'friendsCount': 85, 'statusesCount': 1303, 'favouritesCount': 5183, 'listedCount': 2, 'mediaCount': 191, 'location': 'Sheffield, England', 'protected': False, 'linkUrl': 'https://m.facebook.com/groups/134125720518945', 'linkTcourl': 'https://t.co/MIaENB2Snw', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/755514729615990784/5y8Z34XO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/972879439/1517496150', 'url': 'https://twitter.com/chris_emsley1'}",[],[],0,0,0,0,1364927923669598208,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,"[{'username': 'jimcramer', 'displayname': 'Jim Cramer', 'id': 14216123, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/jimcramer'}]",5.0,0.0
https://twitter.com/gmegang1/status/1364737035207024641,2021-02-25 00:40:39+00:00,"@RodAlzmann @GMEdd Rod, thanks for your work! Your analysis is excellent. Eagerly awaiting updated targets following or leading up to earnings! With the significant changes in executive positions, the horizon holds much great news for the future of $GME","@RodAlzmann @GMEdd Rod, thanks for your work! Your analysis is excellent. Eagerly awaiting updated targets following or leading up to earnings! With the significant changes in executive positions, the horizon holds much great news for the future of $GME",1364737035207024641,"{'username': 'gmegang1', 'displayname': 'gmegang', 'id': 1352334272632291328, 'description': 'Not advice, I just like the stock.', 'rawDescription': 'Not advice, I just like the stock.', 'descriptionUrls': [], 'verified': False, 'created': '2021-01-21T19:17:47+00:00', 'followersCount': 49, 'friendsCount': 104, 'statusesCount': 308, 'favouritesCount': 469, 'listedCount': 1, 'mediaCount': 18, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1352336846336888832/BS2oAUwp_normal.jpg', 'profileBannerUrl': None, 'url': 'https://twitter.com/gmegang1'}",[],[],1,0,3,0,1364731693874221056,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,"[{'username': 'RodAlzmann', 'displayname': 'Rod Alzmann', 'id': 101641983, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/RodAlzmann'}, {'username': 'GMEdd', 'displayname': 'GMEdd.com', 'id': 716356263492325376, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/GMEdd'}]",4.0,0.0
